Model Name,embedding_type,N,L,activation,drop_rate,emb_dim,fit_batch_size,h,mask_prob,optimizer_kwargs,transformer_layer_kwargs,product_embeddings_location,early_stopping_patience,pred_batch_size,pred_seen,train_val_fraction,red_method,red_params,Best_NDCG@10,NDCG@10_mean,NDCG@10_std,Best_HitRate@10,HitRate@10_mean,HitRate@10_std,Best_MRR@10,MRR@10_mean,MRR@10_std,Best_Catalog coverage@10,Catalog coverage@10_mean,Catalog coverage@10_std,Best_Serendipity@10,Serendipity@10_mean,Serendipity@10_std,Best_Novelty@10,Novelty@10_mean,Novelty@10_std,Best_NDCG@20,NDCG@20_mean,NDCG@20_std,Best_HitRate@20,HitRate@20_mean,HitRate@20_std,Best_MRR@20,MRR@20_mean,MRR@20_std,Best_Catalog coverage@20,Catalog coverage@20_mean,Catalog coverage@20_std,Best_Serendipity@20,Serendipity@20_mean,Serendipity@20_std,Best_Novelty@20,Novelty@20_mean,Novelty@20_std
LLM2BERT4Rec,N/A,25,7,relu,0.2277061551836269,640,96,9,0.28954707396082974,"{'clipnorm': 25, 'learning_rate': 1.9203711273019946e-05, 'weight_decay': 0.018351706645275447}",{'layout': 'FDRN'},../yelp/embeddings/meta+geo_embeddings_openai.csv.gz,10,1000,False,0.1,PCA,{},0.03290945413866728,0.029880407146817105,0.0020750217603901686,0.06372194062273714,0.05807385952208545,0.004473119539892975,0.023607806627357678,0.021435927496752986,0.0014121642404227434,0.13441504011495628,0.1476350137708059,0.021018275253813744,0.06299782766111513,0.05691527878349022,0.0044543248368514666,13.130358614275407,13.245706252448016,0.19870660366293844,0.04095418011130716,0.03859960918353839,0.0013243695950225006,0.09558291093410572,0.09254163649529326,0.0016126761369529374,0.025812353689497726,0.02383346477996225,0.001197288773346449,0.21733924080948389,0.23372051251347145,0.028000467660922356,0.09051412020275162,0.08819695872556119,0.0014041071274196433,13.168059421244855,13.270436500790964,0.1744197777947936
