Model Name,embedding_type,N,L,activation,drop_rate,emb_dim,fit_batch_size,h,mask_prob,optimizer_kwargs,transformer_layer_kwargs,product_embeddings_location,early_stopping_patience,pred_batch_size,pred_seen,train_val_fraction,red_method,red_params,Best_NDCG@10,NDCG@10_mean,NDCG@10_std,Best_HitRate@10,HitRate@10_mean,HitRate@10_std,Best_MRR@10,MRR@10_mean,MRR@10_std,Best_Catalog coverage@10,Catalog coverage@10_mean,Catalog coverage@10_std,Best_Serendipity@10,Serendipity@10_mean,Serendipity@10_std,Best_Novelty@10,Novelty@10_mean,Novelty@10_std,Best_NDCG@20,NDCG@20_mean,NDCG@20_std,Best_HitRate@20,HitRate@20_mean,HitRate@20_std,Best_MRR@20,MRR@20_mean,MRR@20_std,Best_Catalog coverage@20,Catalog coverage@20_mean,Catalog coverage@20_std,Best_Serendipity@20,Serendipity@20_mean,Serendipity@20_std,Best_Novelty@20,Novelty@20_mean,Novelty@20_std
LLM2BERT4Rec,N/A,25,6,relu,0.1579859304980681,288,224,9,0.1910719635517216,"{'clipnorm': 18, 'learning_rate': 0.00013844096082351657, 'weight_decay': 0.038695225527052755}",{'layout': 'FDRN'},../yelp/embeddings/photo_summary_no_attribute_embeddings_openai.csv.gz,10,1000,False,0.1,PCA,{},0.02896684455369863,0.026015170711231557,0.0023252073885114705,0.05286024619840695,0.050398262128892105,0.0032897369128459227,0.021642357160097925,0.018702458535912556,0.002166208985256812,0.1463297808645671,0.150748413363669,0.027639198601712607,0.05141202027516292,0.0498189717595945,0.0029108980799770865,13.248832158285627,13.295255005346107,0.20008003026678525,0.03838316124119155,0.03448992422082109,0.0025569079862918583,0.09051412020275162,0.08428674873280233,0.004136960711683038,0.024177236378091417,0.020980669674559325,0.002220418776770548,0.2302718237336846,0.23498982157825413,0.03868811114997869,0.08616944243301955,0.08052136133236784,0.00425689745306273,13.265604251197013,13.312306790373517,0.17339757249198412
