Model Name,L,N,activation,drop_rate,emb_dim,fit_batch_size,h,mask_prob,optimizer_kwargs,transformer_layer_kwargs,early_stopping_patience,pred_batch_size,pred_seen,train_val_fraction,Best_NDCG@10,NDCG@10_mean,NDCG@10_std,Best_HitRate@10,HitRate@10_mean,HitRate@10_std,Best_MRR@10,MRR@10_mean,MRR@10_std,Best_Catalog coverage@10,Catalog coverage@10_mean,Catalog coverage@10_std,Best_Serendipity@10,Serendipity@10_mean,Serendipity@10_std,Best_Novelty@10,Novelty@10_mean,Novelty@10_std,Best_NDCG@20,NDCG@20_mean,NDCG@20_std,Best_HitRate@20,HitRate@20_mean,HitRate@20_std,Best_MRR@20,MRR@20_mean,MRR@20_std,Best_Catalog coverage@20,Catalog coverage@20_mean,Catalog coverage@20_std,Best_Serendipity@20,Serendipity@20_mean,Serendipity@20_std,Best_Novelty@20,Novelty@20_mean,Novelty@20_std
BERT4REC,5,25,relu,0.1959635746659762,224,192,6,0.19163958188658553,"{'clipnorm': 50, 'learning_rate': 0.0003351824266357959, 'weight_decay': 0.04160272351403772}",{'layout': 'FDRN'},10,1000,False,0.1,0.02573573695333024,0.0215219703206867,0.002477018301772173,0.05213613323678494,0.043591600289645184,0.005358435916002896,0.017816627012861627,0.014910922611863959,0.002010846153159327,0.12267991857262603,0.13059813196024428,0.0344325531929587,0.05141202027516292,0.04315713251267198,0.005213613323678493,13.247759990863802,13.262826860253558,0.2810131355428373,0.03425137626732148,0.028691052956860207,0.0026275324874713434,0.08616944243301955,0.07219406227371471,0.006448672125647251,0.02010982956054056,0.016846507975055124,0.0020196334321332756,0.1925517902047659,0.20559214465333492,0.048963559685128756,0.08254887762490949,0.06947863866763215,0.005685439677927211,13.303513633712846,13.288732470069556,0.24880777393758777
